WP_004421256.1	lcl|NZ_VCHF01000058.1_cds_WP_000340715.1_2846	98.837	86	106
WP_004421326.1	lcl|NZ_VCHF01000058.1_cds_WP_000410266.1_2845	94.268	314	314
WP_004421326.1	lcl|NZ_VCHF01000011.1_cds_WP_000744698.1_326	25.926	324	314
WP_004421326.1	lcl|NZ_VCHF01000058.1_cds_WP_000646254.1_2842	26.119	268	314
WP_004421326.1	lcl|NZ_VCHF01000022.1_cds_WP_000723091.1_1384	23.264	288	314
WP_004421326.1	lcl|NZ_VCHF01000058.1_cds_WP_001067557.1_2839	25.000	328	314
WP_243829361.1	lcl|NZ_VCHF01000058.1_cds_WP_000604525.1_2844	90.137	365	365
WP_004421442.1	lcl|NZ_VCHF01000058.1_cds_WP_000884059.1_2843	96.216	185	185
WP_004421442.1	lcl|NZ_VCHF01000060.1_cds_WP_000351733.1_2932	39.286	140	185
WP_004421375.1	lcl|NZ_VCHF01000058.1_cds_WP_000646254.1_2842	96.657	329	329
WP_004421375.1	lcl|NZ_VCHF01000011.1_cds_WP_000744698.1_326	32.381	315	329
WP_004421375.1	lcl|NZ_VCHF01000022.1_cds_WP_000723091.1_1384	30.746	335	329
WP_004421375.1	lcl|NZ_VCHF01000018.1_cds_WP_002072074.1_1070	31.613	310	329
WP_004421375.1	lcl|NZ_VCHF01000002.1_cds_WP_000649924.1_1210	30.031	323	329
WP_004421375.1	lcl|NZ_VCHF01000127.1_cds_WP_000709508.1_598	28.485	330	329
WP_004421375.1	lcl|NZ_VCHF01000018.1_cds_WP_000688696.1_1090	29.348	276	329
WP_004421375.1	lcl|NZ_VCHF01000058.1_cds_WP_001067557.1_2839	29.804	255	329
WP_004421375.1	lcl|NZ_VCHF01000058.1_cds_WP_000410266.1_2845	25.786	318	329
WP_004421375.1	lcl|NZ_VCHF01000031.1_cds_WP_000475901.1_1880	27.519	258	329
WP_004421375.1	lcl|NZ_VCHF01000001.1_cds_WP_001074779.1_28	27.925	265	329
WP_004421375.1	lcl|NZ_VCHF01000037.1_cds_WP_001003560.1_2123	23.964	338	329
WP_004421375.1	lcl|NZ_VCHF01000105.1_cds_WP_000378097.1_253	25.000	172	329
WP_004421408.1	lcl|NZ_VCHF01000058.1_cds_WP_000774259.1_2841	94.757	267	267
WP_004421408.1	lcl|NZ_VCHF01000022.1_cds_WP_000842260.1_1385	26.842	190	267
WP_004421408.1	lcl|NZ_VCHF01000081.1_cds_WP_000667727.1_3426	33.636	110	267
WP_004421408.1	lcl|NZ_VCHF01000020.1_cds_WP_000805357.1_1317	33.333	102	267
WP_004420971.1	lcl|NZ_VCHF01000058.1_cds_WP_002072162.1_2840	96.078	510	510
WP_004420971.1	lcl|NZ_VCHF01000001.1_cds_WP_000291581.1_100	27.077	325	510
WP_004420971.1	lcl|NZ_VCHF01000001.1_cds_WP_000364504.1_99	31.111	90	510
WP_004420971.1	lcl|NZ_VCHF01000058.1_cds_WP_002072162.1_2840	96.078	510	510
WP_004420971.1	lcl|NZ_VCHF01000001.1_cds_WP_000291581.1_100	27.077	325	510
WP_004420971.1	lcl|NZ_VCHF01000001.1_cds_WP_000364504.1_99	31.111	90	510
