WP_017214669.1	lcl|NZ_CP133195.1_cds_WP_000340715.1_2179	97.674	86	106
WP_017214670.1	lcl|NZ_CP133195.1_cds_WP_000410273.1_2178	94.268	314	314
WP_017214670.1	lcl|NZ_CP133195.1_cds_WP_000093099.1_2158	59.677	62	314
WP_017214670.1	lcl|NZ_CP133195.1_cds_WP_000646250.1_2175	26.493	268	314
WP_017214670.1	lcl|NZ_CP133195.1_cds_WP_000744700.1_45	25.776	322	314
WP_017214670.1	lcl|NZ_CP133195.1_cds_WP_000723090.1_2094	23.958	288	314
WP_017214670.1	lcl|NZ_CP133195.1_cds_WP_000600889.1_2149	24.599	187	314
WP_017214671.1	lcl|NZ_CP133195.1_cds_WP_000604524.1_2177	91.507	365	365
WP_017214672.1	lcl|NZ_CP133195.1_cds_WP_000884059.1_2176	96.757	185	185
WP_017214672.1	lcl|NZ_CP133195.1_cds_WP_000351733.1_1803	40.714	140	185
WP_017214673.1	lcl|NZ_CP133195.1_cds_WP_000646250.1_2175	94.529	329	329
WP_017214673.1	lcl|NZ_CP133195.1_cds_WP_000744700.1_45	32.063	315	329
WP_017214673.1	lcl|NZ_CP133195.1_cds_WP_000600889.1_2149	32.595	316	329
WP_017214673.1	lcl|NZ_CP133195.1_cds_WP_000723090.1_2094	31.045	335	329
WP_017214673.1	lcl|NZ_CP133195.1_cds_WP_001984071.1_3130	31.270	307	329
WP_017214673.1	lcl|NZ_CP133195.1_cds_WP_000649923.1_206	30.341	323	329
WP_017214673.1	lcl|NZ_CP133195.1_cds_WP_000709511.1_3141	27.879	330	329
WP_017214673.1	lcl|NZ_CP133195.1_cds_WP_000601375.1_2122	25.333	300	329
WP_017214673.1	lcl|NZ_CP133195.1_cds_WP_001067557.1_2172	30.196	255	329
WP_017214673.1	lcl|NZ_CP133195.1_cds_WP_000688695.1_3110	28.623	276	329
WP_017214673.1	lcl|NZ_CP133195.1_cds_WP_000475904.1_2113	28.467	274	329
WP_017214673.1	lcl|NZ_CP133195.1_cds_WP_000410273.1_2178	27.530	247	329
WP_017214673.1	lcl|NZ_CP133195.1_cds_WP_001074784.1_1598	27.925	265	329
WP_017214673.1	lcl|NZ_CP133195.1_cds_WP_001003556.1_3384	24.398	332	329
WP_017214673.1	lcl|NZ_CP133195.1_cds_WP_000487322.1_2124	26.398	322	329
WP_017214674.1	lcl|NZ_CP133195.1_cds_WP_000774262.1_2174	94.007	267	267
WP_017214674.1	lcl|NZ_CP133195.1_cds_WP_000859505.1_2125	26.295	251	267
WP_017214674.1	lcl|NZ_CP133195.1_cds_WP_000800438.1_2144	25.630	238	267
WP_017214674.1	lcl|NZ_CP133195.1_cds_WP_000842260.1_2093	26.842	190	267
WP_017214674.1	lcl|NZ_CP133195.1_cds_WP_000667727.1_3087	32.727	110	267
WP_017214674.1	lcl|NZ_CP133195.1_cds_WP_000805357.1_429	33.333	102	267
WP_017214675.1	lcl|NZ_CP133195.1_cds_WP_000612797.1_2173	94.706	510	510
WP_017214675.1	lcl|NZ_CP133195.1_cds_WP_000291586.1_1521	26.154	325	510
WP_017214675.1	lcl|NZ_CP133195.1_cds_WP_000364507.1_1522	31.111	90	510
WP_017214675.1	lcl|NZ_CP133195.1_cds_WP_000612797.1_2173	94.706	510	510
WP_017214675.1	lcl|NZ_CP133195.1_cds_WP_000291586.1_1521	26.154	325	510
WP_017214675.1	lcl|NZ_CP133195.1_cds_WP_000364507.1_1522	31.111	90	510
WP_017214676.1	lcl|NZ_CP133195.1_cds_WP_001067557.1_2172	96.364	330	330
WP_017214676.1	lcl|NZ_CP133195.1_cds_WP_000646250.1_2175	28.525	305	330
